q_code,e_text
W,"黄寨靶场有炮射活动:范围：N380650E1124309-N380459E1124329-N380910E1130317-N381535E1130030-N380650E1124309,射高：8,000米以下（标准海平面气压）射向:70度.F)FL000G)FL262"
M,见下一份1032
I,RWY16R/34LILS不工作.
M,"RWY07/25关闭,因维护."
A,"下列航路（线）段高度在7,800M(含)以下禁航：1.B208航路（呼和浩特VOR'HET'-NIXAL)段，2.G343航路（土木尔台VOR'TMR'-NIXAL）段，3.W32航路（呼和浩特VOR'HET'-INTIK)段,4.W28航路（RURNU-KEVOB)段.F)FL000G)FL256"
M,关闭S5滑行道与Z10滑行道之间的D2滑行道.
A,"因临时活动,所有经H18航线中向塘VOR(KHN)-P47,所有高度关闭.原计划航路走浠水VOR(XSH)-W105-PEXEK-H18-青州NDB(DO)(来回)的航班改走:浠水VOR(XSH)-H17-景德镇VOR(JDZ)-H2-青州NDB(DO).原计划航路走OVTAN-H24-向塘VOR(KHN)-H18-青州NDB(DO)(来回)的航班改走:OVTAN-H24-P263-H2-青州NDB(DO).改航听从管制指挥.F)SFCG)UNL"
M,关闭P9滑行道.
M,"J0滑行道至J3滑行道之间的J滑行道关闭(含J0滑行道与J滑行道,J3滑行道与J滑行道之间的交叉道口),因灯光维护."
M,关闭下列滑行道或滑行线:1.B滑行道至L02滑行线之间的B2滑行道(包含L02滑行线与B2滑行道之间的交叉道口);2.P2滑行道至L19滑行道之间的L02滑行线;
F,"机场关闭,因施工."
M,201-206号停机位对应的B滑行道关闭.
F,"机场不停航施工,因RWY03/21跑道中线灯更新及北进近灯光系统改造.施工范围：距RWY03跑道中心线以西0米至80米，距RWY03跑道入口以北0米至2,700米围成的矩形区域内."
M,"关闭下列滑行道或滑行线:1.E7滑行道至R1滑行道之间的F滑行道(包含R1滑行道与F滑行道之间的交叉道口;允许从R2滑行道,R3滑行道,R4滑行道,R5滑行道穿越F滑行道);2.F滑行道至RWY16R/34L之间的R1滑行道(包含F滑行道与R1滑行道之间的交叉道口);3.F滑行道至RWY16R/34L之间的R6滑行道(包含F滑行道与R6滑行道之间的交叉道口);"
M,关闭下列滑行道:1.Z4滑行道.2.Z5滑行道.3.Z6滑行道4.T5滑行道以北的Y0滑行道5.T5滑行道以北的Z1滑行道.6.T5滑行道以北的Z2滑行道.7.T5滑行道以北的Z3滑行道.8.Y0滑行道与B滑行道之间的T4滑行道.9.Z7滑行道与T5滑行道之间的C滑行道.
M,RWY01L/19R关闭.
M,关闭下列滑行道或滑行线:1.K5滑行道至K6滑行道之间的A滑行道;2.RWY18L/36R至A滑行道之间的H4滑行道;
M,CNL.
N,嵊州VOR/DME'SHZ'113.4MHZ/CH81X恢复正常使用.
M,"关闭下列滑行道或滑行线:1.L10,L11,L12,L12A滑行线;2.P3滑行道至P2滑行道之间的L02滑行线;"
M,"341停机位关闭,因廊桥维修."
M,"关闭L16,L17,L17A滑行4848"
M,"RWY16L/34R关闭跑道关闭期间,设置跑道临时关闭标志."
M,关闭S8滑行道.
I,"RWY03/21ILS仅供测试,不可使用,因场务作业."
I,"DME33'IFF'CH40X仅供测试,不可使用,因校飞."
M,"关闭下列滑行道或滑行线:1.D6滑行道至D9滑行道,D16滑行道至D17滑行道之间的D滑行道;2.D13滑行道至D15滑行道之间的C滑行道;"
M,关闭下列滑行道或滑行线:1.B1滑行道至P1滑行道之间的A滑行道(包含P1滑行道与A滑行道之间的交叉道口);2.L19滑行道至T1滑行道之间的B滑行道(包含T1滑行道与B滑行道之间的交叉道口);3.RWY17L/35R至B滑行道之间的P1滑行道(包含B滑行道与P1滑行道之间的交叉道口);4.B滑行道至V1滑行道之间的T1滑行道(包含B滑行道与T1滑行道之间的交叉道口);5.B滑行道至V1滑行道之间的T2滑行道(包含B滑行道与T2滑行道之间的交叉道口);6.T1滑行道至L17滑行线之间的L16滑行线(包含T1滑行道与L16滑行线之间的交叉道口);
M,"RWY16L/34R关闭跑道关闭期间,设置跑道临时关闭标志."
M,关闭F1滑行道以北的Z0滑行道.
I,"RWY13ILS仅供测试,不可使用."
A,"因临时活动,所有经H18航线中向塘VOR(KHN)-P47,所有高度关闭.原计划航路走浠水VOR(XSH)-W105-PEXEK-H18-青州NDB(DO)(来回)的航班改走:浠水VOR(XSH)-H17-景德镇VOR(JDZ)-H2-青州NDB(DO).原计划航路走OVTAN-H24-向塘VOR(KHN)-H18-青州NDB(DO)(来回)的航班改走:OVTAN-H24-P263-H2-青州NDB(DO).改航听从管制指挥.F)SFCG)UNL"
F,RWY03RVR设备A恢复正常使用.
I,RWY16R/34LILS不工作.
S,天津机场ATIS(频率126.4MHZ)不提供使用，因服务器升级.
M,"滑行道C关闭,因例行维护."
F,本场不接收翼展36米(不含)以上的航空器起降.
M,T20、T21、T22滑行线关闭.
F,见下一份通0707
F,"机场不停航施工,施工区域如下:18号跑道入口以南879米至927米,跑道中心线以西265米至332米所围成的矩形区域,施工区域设有水马，夜间有红色警示灯."
I,RWY05DME'IYN'CH26X恢复正常使用.
R,"划设临时限制区,N2设8E1142921-N261444E1140013-N255857E1135553-N255223E1142456,四点连线范围内，地面至无限高，要求净空.F)GNDG)UNL"
F,机场不接收非紧急备降.
M,RWY03/21恢复正常.
M,12号停机位关闭，因施工.关闭区域设置警示标识.
A,"下列航路（线）段高度在6,600米（不含）以下禁航：1.W220航路（SANID-BAV）段，2.W72航路（VIKON-OMGEL）段，3.W69航路（P526-EGILO）段，4.W64航路（P527-OMGEL）段.F)FL000G)FL216"
M,"跑道03/21关闭,因施工."
M,关闭下列滑行道或滑行线:1.B滑行道至L04滑行线之间的P4滑行道(包含L04滑行线与P4滑行道之间的交叉道口);2.B5滑行道至P4滑行道之间的L04滑行线(包含P4滑行道与L04滑行线之间的交叉道口);
M,"滑行道C关闭,因维护."
M,16号停机位关闭，因施工.
A,"因其他空域用户活动,以下航线全高度禁航:1.J205航线;2.J206航线.F)GNDG)UNL"
A,"因临时活动,除经浠水VOR(XSH)至昌北、九江、赣州,其他所有经浠水VOR(XSH)-W105-PEXEK-H18-向塘VOR(KHN)-青州NDB(DO)(来回),高度7,200米(含)以下航班改航.改航后为(来回):浠水VOR(XSH)-H17-景德镇VOR(JDZ)-H2-青州NDB(DO).改航听从管制指挥.F)FL000G)FL236"
K,CHECKLISTYEAR=2012012901300131YEAR=20142332YEAR=2019274027413616YEAR=2021042304240425042604272514410547964797539754005402YEAR=202213531354135513561357135813701386138719452109226022782320236423732378238124712487249725432570257125762580258226022603266526682669271427232758279027982803283428402842284328482868289729193007304530463052307130723140316631983199320032013202327732843291329232983312331333143315331633243327339333943498352735283570357135743580360936153675369237273743374637513752375338163833384438453849386738713875387938833886388738973907391139273928392939303933393439373945394639483950395139543956395739583960396439673974397539763977397839793981398439853987399039913995399639983999400040014002400340044005400640074008400940104011401240134014
M,"RWY07/25关闭,因维护."
F,巴彦淖尔机场进出港航班听从ATC指挥.
M,"关闭下列滑行道或滑行线:1.D16滑行道至D17滑行道,D6滑行道至D9滑行道之间的D滑行道;2.RWY18L/36R至A滑行道之间的H4滑行道;"
M,"关闭A滑行道,因维护."
F,本场不接收翼展大于等于65米的航空器起降.
M,322停机位关闭.
N,"六灶VOR/DME'PDL'109.4MHZ/CH31X仅供测试,不可使用,因维护."
F,"本场不停航施工,施工区域如下:跑道中心线以南383米至465米,05号跑道内移入口以东1,012米至1,088米的矩形区域内.施工区域设置警示标志."
M,CNL.
I,"RWY21ILS仅供测试，不提供使用,因校飞."
X,往北京首都机场，天津滨海机场落地的航空器，安全报告位置点为：ORODO（向北京区管中心报告）3.沿W62经ORODO去往北京大兴机场落地的航空器，安全报告位置点为：ORODO（向北京区管中心报告）4.沿G212经TONOV去往北京首都机场，北京大兴机场，天津滨海机场落地的航空器，安全报告位置点为：TONOV（向北京区管中心报告）5.沿W64经PUKOL去往北京大兴机场落地的航空器，安全报告位置点为：PUKOL（向北京区管中心报告）6.沿W69经BIKUT去往北京首
F,"机场关闭,因维保."
N,衡水NDB'HG'350KHZ不提供使用，因停机维护.
M,关闭M0滑行道以北的Z3滑行道.
M,8号停机位关闭，因施工.关闭区域设置警示标识.
I,"IM06仅供测试,不可使用,因校飞."
M,关闭J2滑行道与J3滑行道之间的T6滑行道.
M,Z4滑行道以南的D5滑行道关闭.
I,RWY26GP不提供使用.
M,RWY18L/36R不能用于降落紧急备降除1120
I,RWY31ILS仅供测试，不可使用，因校飞.
M,"RWY06/24关闭,因维护."
I,"RWY21LOC仅供测试,不提供使用,因维护."
A,"因临时活动,除经浠水VOR(XSH)至昌北、九江、赣州,其他所有经浠水VOR(XSH)-W105-PEXEK-H18-向塘VOR(KHN)-青州NDB(DO)(来回),高度7,200米(含)以下航班改航.改航后为(来回):浠水VOR(XSH)-H17-景德镇VOR(JDZ)-H2-青州NDB(DO).改航听从管制指挥.F)FL000G)FL236"
M,RWY01/19关闭.
A,"下列航路（线）段高度在6,600M(不含)以下禁航：1.W64航路（VALNI-UBRAG)段，2.W69航路(DUDIL-TOREL）段.F)FL000G)FL216"
N,"三明VOR/DME'XCA'113.7MHZ/CH84X仅供测试,不可使用,因维护."
M,关闭下列滑行道：1.A滑行道至B滑行道之间的A7滑行道（含B滑行道与A7滑行道之间的交叉道口）；2.P滑行道至A7滑行道之间的B滑行道；设置关闭标志、警示灯.
M,"32号停机位关闭,因施工."
M,H6滑行道与H4滑行道之间的G滑行道关闭.
M,见下一份1032
P,参阅NAIP航图手册ZBTJ-9D（EFF2019-10-10），修改复飞程序：直线上升至150米/500英尺，右转飞向TJ832，高度严格控制600米/2，000英尺保持，左转飞至TJ864，高度1，200米/3，900英尺，加入等待；或听从ATC指令.复飞航空器在转弯高度以上，可以跑道入口转弯或提前转弯.
M,G滑行道仅供翼展为36米(不含)以下的航空器使用.
M,下列滑行道关闭：1.G滑行道与J1滑行道之间的T5滑行道.2.G滑行道与J1滑行道之间的Y3滑行道.3.G7滑行道与T6滑行道之间的H滑行道.
I,CNL.
X,为持续保障民航安全运行，确保疫情防控期间国际航空货运供应链稳定。现向所有在我国境内执行任务的外国航空公司，特别是疫情防控期间临时执行加班任务的外航机组，发布安全提示:1.提醒飞行员（1）应严格按照管制员指令运行，如对指令存有疑问，则一定要向管制员证实清楚指令。（2）提醒监听复诵管制指令，特别是关于航路、高度、频率、进离场航线和地面滑行方面的指令予以重点关注，避免发生错误。特别提醒机组
M,关闭RWY18R/36L至C滑行道之间的H1滑行道
P,RWY13VOR/DME仪表进近程序不提供使用.
F,CNL
M,关闭下列滑行道：1.A滑行道至B滑行道之间的A7滑行道（含B滑行道与A7滑行道之间的交叉道口）；2.P滑行道至A7滑行道之间的B滑行道；设置关闭标志、警示灯.
M,关闭H4滑行道至K6滑行道之间的L01滑行4848
M,"RWY17L/35R关闭(允许从P1,P2,P4,P5滑行道穿越RWY17L/35R)跑道关闭期间,设置跑道临时关闭标志."
M,"关闭以下滑行道及滑行线，因维护：1.A9滑行道,2.A9滑行道以东的T8滑行线."
P,航图手册ZSWF-3A/3BRWY17/35标准仪表离场程序暂停使用.
M,"RWY18R/36L关闭(允许从H4,H7滑行道穿越RWY18R/36L)."
F,"本场不停航施工,施工区域如下:跑道中心线以南335米至375米,23号跑道内移入口以西281米至317米的矩形区域内.施工区域设置警示标志."
I,"RWY24ILS仅供测试,不可使用.因校飞."
M,新建E7滑行道投入使用：位置：垂直于跑道，位于13号跑道入口以南566米至610.5米，跑道中线以西37.5米处；滑行道道面长157.5米，宽29.5米，两侧道肩各宽7.5米。道面类型与道面强度：与跑道相连长度为83.5米的道面为沥青混凝土道面，PCN75/F/B/X/T；其余长度为74米的道面为水泥混凝土道面，PCN89/R/B/W/T。运行限制：满足翼展为36米（含）以下机型滑行，滑行道设蓝色边灯。
M,"关闭下列滑行道或滑行线:1.L07滑行线至T4滑行道之间的W4滑行道(包含L07滑行线与W4滑行道之间的交叉道口);2.L07滑行线至T4滑行道之间的W5滑行道(包含L07滑行线与W5滑行道之间的交叉道口);3.L06,L06A滑行线;4.W4滑行道至W6滑行道之间的L07滑行线(包含W4滑行道与L07滑行线之间的交叉道口);"
M,RWY17R/35L关闭.
M,"N滑行道以西的C、D滑行道关闭,因检修."
A,"下列航路（线）段高度在6,600米（不含）以下禁航：1.W220航路（SANID-BAV）段，2.W72航路（VIKON-OMGEL）段，3.W69航路（P526-EGILO）段，4.W64航路（P527-OMGEL）段.F)FL000G)FL216"
I,RWY36RILS仅供测试，不可使用因校飞.
I,RWY17L/35RILS不工作.
N,倍加皂VOR/DME'BJZ'108.2MHZ/CH19X仅供测试，不可使用，因校飞.
I,RWY17LILS二类仪表着陆系统降级到一类仪表着陆系统使用.
O,"机场半径15千米以内新增超高障碍物(相对机场基准点):序号障碍物名称磁方位(度)距离(米)坐标海拔高度(米)控制障碍物及涉及航段/起飞航径区重要障碍物01标志信0023,334N350443.7E1182433.088.4RWY01起飞航径区重要障碍物未安装障碍物灯02德馨园1884,193N350040.2E1182432.5109.8RWY19起飞航径区重要障碍物已安装障碍物灯."
M,"RWY07/25关闭,因维护."
M,"关闭下列滑行道或滑行线:1.G,H滑行道;2.T1滑行道至R1滑行道之间的E滑行道(包含R1滑行道与E滑行道之间的交叉道口);3.G滑行道至H滑行道之间的R1滑行道(包含G滑行道与R1滑行道,H滑行道与R1滑行道之间的交叉道口);4.G滑行道至H滑行道之间的R6滑行道(包含G滑行道与R6滑行道,H滑行道与R6滑行道之间的交叉道口);"
M,关闭M6滑行道与M3滑行道之间的F滑行道.
M,关闭下列滑行道或滑行线:1.位于C滑行道以西的P2滑行道;2.335机位至338机位之间的L15滑行线;
I,DME03'IJW'CH54X不工作，因施工.
M,CNL.
F,"RWY03/21RVR设备B,C不提供使用,因维护."
M,关闭下列滑行道:1.W1滑行道.2.W2滑行道.3.G滑行道与326机位之间的T7滑行道.4.G滑行道与W2滑行道之间的T8滑行道.5.G滑行道与W2滑行道之间的T9滑行道.6.G滑行道以东的E5滑行道.7.T6滑行道与E5滑行道之间的D滑行道.8.T6滑行道与E5滑行道之间的E滑行道.
F,RWY05/23RVR设备C不提供使用，因维护.
M,"RWY07/25关闭,因维护."
M,关闭下列滑行道：1.H3滑行道.2.H4滑行道.3.H5滑行道.4.H6滑行道.5.H10滑行道.6.H11滑行道.7.H滑行道.8.T滑行道.9.T3滑行道以南的J滑行道.
A,"下列航路（线）段高度在6,600M(不含)以下禁航：1.W64航路（VALNI-UBRAG)段，2.W69航路(DUDIL-TOREL）段.F)FL000G)FL216"
M,关闭M4滑行道与M2滑行道之间的F滑行道.
A,"因临时活动,所有经H18航线中向塘VOR(KHN)-P47,所有高度关闭.原计划航路走浠水VOR(XSH)-W105-PEXEK-H18-青州NDB(DO)(来回)的航班改走:浠水VOR(XSH)-H17-景德镇VOR(JDZ)-H2-青州NDB(DO).原计划航路走OVTAN-H24-向塘VOR(KHN)-H18-青州NDB(DO)(来回)的航班改走:OVTAN-H24-P263-H2-青州NDB(DO).改航听从管制指挥.F)SFCG)UNL"
A,"下列航路（线）段高度在6,600米（不含）以下禁航：1.W220航路（SANID-BAV）段，2.W72航路（VIKON-OMGEL）段，3.W69航路（P526-EGILO）段，4.W64航路（P527-OMGEL）段.F)FL000G)FL216"
M,"105-110号停机位关闭,因施工."
M,关闭T4滑行道与K6滑行道之间的K滑行道.
F,"本场不停航施工，施工区域：距跑道中心线以北105米至346米，RWY08跑道入口端以西425米至RWY08跑道入口以东3,480米围成的矩形区域。施工区域设有围界，北侧高2.5米，南侧高0.5米，白天有安全警戒绳，夜间有安全警示灯。"
I,RWY34RILS仅供测试，不可使用因校飞.
M,"RWY18L/36R关闭.期间,航空器可由A0滑行道和A1滑行道穿越跑道,禁止由A8滑行道和A9滑行道穿越跑道."
M,滑行道恢复正常使用.
M,关闭H1滑行道至H4滑行道之间的A滑行道
N,"桐庐VOR/DME'TOL'115.9MHZ/CH106X不工作,因维护."
M,B滑行道与D滑行道之间的A滑行道关闭，因抢修9975
M,RWY01/19关闭.
I,RWY16L/34RILS不工作.
F,管制负责推出开车指令的发布.进港航空器运行具体听ATC指令.
I,RWY17L/35RILS仅供测试，不可使用因维护.
M,"关闭下列滑行道或滑行线:1.B8滑行道至P1滑行道之间的A滑行道(允许从P2滑行道,P4滑行道,P6滑行道穿越A滑行道);2.D滑行道至A滑行道之间的P3滑行道(包含A滑行道与P3滑行道之间的交叉道口);3.D滑行道至A滑行道之间的P5滑行道(包含A滑行道与P5滑行道之间的交叉道口);"
M,"关闭下列滑行道或滑行线:1.E7滑行道至R1滑行道之间的F滑行道(包含R1滑行道与F滑行道之间的交叉道口;允许从R2滑行道,R3滑行道,R5滑行道,R6滑行道穿越F滑行道);2.F滑行道至G滑行道之间的R1滑行道(包含F滑行道与R1滑行道之间的交叉道口);3.F滑行道至G滑行道之间的R4滑行道(包含F滑行道与R4滑行道之间的交叉道口);"
I,"RWY17ILS仅供测试,不可使用,因校飞."
M,见下一份报.
M,103号停机位关闭.
M,RWY01/19关闭.
M,因滑行道占用，关闭下列滑行道：1.A4滑行道；2.A5滑行道；3.A6滑行道；4.A4与A6之间的A滑行道.关闭区域设关闭标志和警示灯.
M,302、302L、302R号停机位关闭9975
M,RWY18R/36L关闭.
M,关闭Z7滑行线.
M,CNL.
I,RWY04ILS恢复正常使用.
M,RWY01L/19R关闭.
M,"关闭下列滑行道或滑行线:1.P1滑行道至B8滑行道之间的A滑行道(允许从P3滑行道,P4滑行道,P6滑行道穿越A滑行道);2.A滑行道至D滑行道之间的P2滑行道(包含A滑行道与P2滑行道之间的交叉道口);3.A滑行道至D滑行道之间的P5滑行道(包含A滑行道与P5滑行道之间的交叉道口);"
